topic,title,dialogue_line
buyhouse,9. Going to an Open House with a Friend,They have changed the asking price since it first went on the market. It is now two hundred and twenty-five thousand.
buyhouse,9. Going to an Open House with a Friend,I want to take a look at that home with the Open House flags out front.
buyhouse,9. Going to an Open House with a Friend,What a wonderful neighborhood! Can you find that house on our Open House list?
buyhouse,9. Going to an Open House with a Friend,"Yes, that is one of the houses that we have on our list."
buyhouse,9. Going to an Open House with a Friend,They always make the front yards look so great for Open Houses. Let's see what the inside looks like.
buyhouse,9. Going to an Open House with a Friend,I am going to go sign my name in the registry to let the listing agent know that we were here.
buyhouse,9. Going to an Open House with a Friend,Signing the registry is a good idea. I think I want to see the kitchen next.
buyhouse,9. Going to an Open House with a Friend,I really appreciate that the listing agent provided water on such a hot day.
buyhouse,9. Going to an Open House with a Friend,I need to pick up a flyer with the information about the house on it.
buyhouse,9. Going to an Open House with a Friend,Is the current asking price listed on the flyer?
buyhouse,9. Going to an Open House with a Friend,The asking price has recently gone down to two hundred and twenty-five thousand dollars.
buyhouse,. Discussing Home Inspection with an Inspector,"I heard that you finished my home inspection, and I was wondering how it went."
buyhouse,. Discussing Home Inspection with an Inspector,"First of all, we need to understand what I was looking for. Do you know what the purpose of an inspection is?"
buyhouse,. Discussing Home Inspection with an Inspector,I am not sure what a home inspection is all about.
buyhouse,. Discussing Home Inspection with an Inspector,"I went there to check for problems with the home, so you aren't surprised when you move in."
buyhouse,. Discussing Home Inspection with an Inspector,Wouldn't the owners have told me about any problems?
buyhouse,. Discussing Home Inspection with an Inspector,"Sellers aren't always truthful, and there might also be problems that they aren't aware of."
buyhouse,. Discussing Home Inspection with an Inspector,Can I require the owners to fix the problems?
buyhouse,. Discussing Home Inspection with an Inspector,You can make the sale of the house contingent on them fixing the problems.
buyhouse,. Discussing Home Inspection with an Inspector,What did you find out when you did the inspection of my new home?
buyhouse,. Discussing Home Inspection with an Inspector,There were no major problems. One leaky pipe under the sink and two broken roof tiles was all that I found.
buyhouse,. Discussing Home Inspection with an Inspector,Can you tell me the results of my home inspection?
buyhouse,. Discussing Home Inspection with an Inspector,"Before I answer that, I want to make sure that you know what I was looking for. Are you clear on what I was looking for?"
buyhouse,. Discussing Home Inspection with an Inspector,I never had a home inspection before.
buyhouse,. Discussing Home Inspection with an Inspector,I inspect the home for problems that might not be all that apparent in a quick walk-through.
buyhouse,. Discussing Home Inspection with an Inspector,"I asked the owners, and they said that everything was great with the house."
buyhouse,. Discussing Home Inspection with an Inspector,"The owners might not be aware of everything wrong with the house. Some things are hidden, but might still be a problem for you in the future."
buyhouse,. Discussing Home Inspection with an Inspector,I heard that the owners must fix all of the problems before the escrow closes.
buyhouse,. Discussing Home Inspection with an Inspector,"I inform you of the problems. If there are major problems, you can decline to buy the house or they may wish to fix any problems."
buyhouse,. Discussing Home Inspection with an Inspector,What kinds of things did you discover in my home inspection?
buyhouse,. Discussing Home Inspection with an Inspector,"I found some fairly major problems. A major support beam in the roof is broken, and the shower floor leaked and rotted out the second-floor joist."
buyhouse,. Discussing Home Inspection with an Inspector,I came in to see how my home inspection went.
buyhouse,. Discussing Home Inspection with an Inspector,"First of all, I need to share what the purpose of a home inspection is. Do you understand what I was doing there?"
buyhouse,. Discussing Home Inspection with an Inspector,"I had a home inspection before, but didn't really understand it."
buyhouse,. Discussing Home Inspection with an Inspector,I help you spot potential problems with the home before you purchase it.
buyhouse,. Discussing Home Inspection with an Inspector,"The owner said that the roof had leaked, but that he got it fixed last month."
buyhouse,. Discussing Home Inspection with an Inspector,"Sellers aren't really all that objective. They may have gotten used to a leaky faucet, but it is still broken."
buyhouse,. Discussing Home Inspection with an Inspector,Are the sellers responsible for fixing the problems with the house?
buyhouse,. Discussing Home Inspection with an Inspector,"The owners may wish to pay to have the problems fixed, or maybe the price of the house can be reduced."
buyhouse,. Discussing Home Inspection with an Inspector,Did you find a lot of things wrong during the home inspection?
buyhouse,. Discussing Home Inspection with an Inspector,The house has a very outdated electrical system. Many of the switches and outlets do not work and are unsafe.
buyhouse,. Signing Escrow Papers,I am here to sign my escrow papers.
buyhouse,. Signing Escrow Papers,"I will tell you ahead of time, that there is a lot to sign here, but I will help you every step of the way."
buyhouse,. Signing Escrow Papers,Should I have brought anything with me?
buyhouse,. Signing Escrow Papers,"Basically, what I need from you now is your driver's license or some ID that shows your residency status."
buyhouse,. Signing Escrow Papers,Where do I start?
buyhouse,. Signing Escrow Papers,"We will be going through these papers one by one. I will be explaining them all to you, and you can ask questions as we go."
buyhouse,. Signing Escrow Papers,Can I make a phone call to a friend if I have a question?
buyhouse,. Signing Escrow Papers,We do not want you to sign any documents that you do not understand. You may get assistance with any questions that you have.
buyhouse,. Signing Escrow Papers,Will the house be mine when we finish these documents?
buyhouse,. Signing Escrow Papers,"This is the last thing you need to do, but it may take a while for the papers to be processed."
buyhouse,. Signing Escrow Papers,Your assistant said that it was time to come in and sign my escrow papers.
buyhouse,. Signing Escrow Papers,"Don't be intimidated. There is a lot to sign, but I will explain everything to you very clearly."
buyhouse,. Signing Escrow Papers,Do you need anything from me?
buyhouse,. Signing Escrow Papers,"All the papers have been drawn up, but I will need to see your picture ID so we can notarize these papers."
buyhouse,. Signing Escrow Papers,There are a lot of papers!
buyhouse,. Signing Escrow Papers,We are going to go through these bit by bit. You will have plenty of time to read the fine print.
buyhouse,. Signing Escrow Papers,My dad is going to be here in a minute to help me go through this with you.
buyhouse,. Signing Escrow Papers,We want you to get any outside help that you need. Do not ever sign documents that you don't understand.
buyhouse,. Signing Escrow Papers,Can I start moving in after I finish signing these documents?
buyhouse,. Signing Escrow Papers,"When these papers get processed, the house will be yours!"
buyhouse,. Signing Escrow Papers,I am very nervous about signing my escrow papers.
buyhouse,. Signing Escrow Papers,"Escrow involves a lot of paperwork, but I will explain all of the steps to you as we go along."
buyhouse,. Signing Escrow Papers,What should I have brought with me?
buyhouse,. Signing Escrow Papers,"The only thing I will need to see is your driver's license, as I will be notarizing these papers."
buyhouse,. Signing Escrow Papers,I feel a little overwhelmed by so many papers.
buyhouse,. Signing Escrow Papers,Don't worry about how many papers there are. We are going to look at them one at a time.
buyhouse,. Signing Escrow Papers,My boyfriend is an attorney and told me that I could fax him anything if I had a question.
buyhouse,. Signing Escrow Papers,Please get any outside help that you need in understanding your escrow documents.
buyhouse,. Signing Escrow Papers,Is this the last thing that I will need to do before the house becomes mine?
buyhouse,. Signing Escrow Papers,"At the close of escrow, the house will be yours!"
buyhouse,. Discussing Details of Moving in,When can I move into my new house?
buyhouse,. Discussing Details of Moving in,"The current owners will be moving out on Tuesday, so technically you could pick up the keys and move in on Wednesday."
buyhouse,. Discussing Details of Moving in,Will the utilities be turned on?
buyhouse,. Discussing Details of Moving in,You need to contact the utility company and make arrangements to transfer the utilities to your name.
